No,邦題,原題,公開年,評価,殿堂入り,鑑賞日,鑑賞場所,上映方式,ジャンル,監督,主要キャスト
669,ディープ・ブルー,Deep Blue Sea,1999年,6,False,,,,アクション、ホラー、サイエンスフィクション,レニー・ハーリン,Saffron Burrows、Thomas Jane
670,ファウンド,Found,2012年,4,False,,,,ホラー、スリラー、ドラマ,Mitchell Stafiej,Rebecca Amzallag、Robert Montcalm
671,インデペンデンス・デイ,Independence Day,1996年,6,False,,,,アクション、アドベンチャー、サイエンスフィクション,ローランド・エメリッヒ,ウィル・スミス、ビル・プルマン
672,インデペンデンス・デイ:リサージェンス,Independence Day: Resurgence,2016年,2,False,,,,アクション、アドベンチャー、サイエンスフィクション,ローランド・エメリッヒ,リアム・ヘムズワース、ジェフ・ゴールドブラム
673,世界侵略:ロサンゼルス決戦,Battle: Los Angeles,2011年,6,False,,,,サイエンスフィクション、アクション,ジョナサン・リーベスマン,アーロン・エッカート、Ramón Rodríguez
674,ブラックホーク・ダウン,Black Hawk Down,2001年,6,False,,,,アクション、戦争、履歴,リドリー・スコット,ジョシュ・ハートネット、エリック・バナ
675,パラノーマル・アクティビティ,Paranormal Activity,2007年,4,False,,,,ホラー、謎,Oren Peli,Katie Featherston、Micah Sloat
676,プリデスティネーション,Predestination,2014年,6,False,,,,サイエンスフィクション、スリラー,Peter Spierig,イーサン・ホーク、サラ・スヌーク
677,LOOPER/ルーパー,Looper,2012年,6,False,,,,アクション、スリラー、サイエンスフィクション,ライアン・ジョンソン,ジョセフ・ゴードン＝レヴィット、ブルース・ウィリス
678,マチェーテ・キルズ,Machete Kills,2013年,4,False,,,,アクション、犯罪、スリラー,ロバート・ロドリゲス,ダニー・トレホ、メル・ギブソン
679,岸辺露伴 ルーヴルへ行く,Rohan at the Louvre,2023年,4,False,,,,謎、アクション、アドベンチャー、ドラマ,渡辺一貴,高橋一生、飯豊まりえ
680,アマルフィ 女神の報酬,Amalfi: Rewards of the Goddess,2009年,4,False,,,,ドラマ、犯罪、謎,西谷弘,織田裕二、天海祐希
681,X エックス,X,2022年,6,False,,,,ホラー、スリラー,タイ・ウェスト,ミア・ゴス、ジェナ・オルテガ
682,Pearl パール,Pearl,2022年,6,False,,,,ホラー、スリラー,タイ・ウェスト,ミア・ゴス、デヴィッド・コレンスウェット
683,ダンジョンズ&ドラゴンズ/アウトローたちの誇り,Dungeons & Dragons: Honor Among Thieves,2023年,6,False,,,,アドベンチャー、ファンタジー、コメディ,John Francis Daley,クリス・パイン、ミシェル・ロドリゲス
684,トリック 劇場版,Trick: The Movie,2002年,6,False,,,,コメディ、犯罪、謎,堤幸彦,仲間由紀恵、阿部寛
685,トリック 劇場版2,Trick: The Movie 2,2006年,6,False,,,,コメディ、犯罪、謎,堤幸彦,仲間由紀恵、阿部寛
686,劇場版 TRICK 霊能力者バトルロイヤル,Trick: The Movie - Psychic Battle Royale,2010年,6,False,,,,アクション、スリラー、サイエンスフィクション,堤幸彦,仲間由紀恵、阿部寛
687,トリック劇場版 ラストステージ,Trick: The Movie - Last Stage,2013年,6,False,,,,謎、コメディ,堤幸彦,仲間由紀恵、阿部寛
688,アリータ: バトル・エンジェル,Alita: Battle Angel,2018年,6,False,,,,アクション、サイエンスフィクション、アドベンチャー,ロバート・ロドリゲス,ローサ・サラザール、クリストフ・ヴァルツ
689,アド・アストラ,Ad Astra,2019年,6,False,,,,サイエンスフィクション、ドラマ,ジェームズ・グレイ,ブラッド・ピット、トミー・リー・ジョーンズ
690,ムーンライズ・キングダム,Moonrise Kingdom,2012年,6,False,,,,コメディ、ドラマ、ロマンス,ウェス・アンダーソン,Jared Gilman、Kara Hayward
691,最強のふたり,Intouchables,2011年,8,False,,,,ドラマ、コメディ,Éric Toledano,François Cluzet、Omar Sy
692,ブレイド,Blade,1998年,6,False,,,,ホラー、アクション,スティーヴン・ノリントン,ウェズリー・スナイプス、スティーヴン・ドーフ
693,ブレイド2,Blade II,2002年,6,False,,,,ファンタジー、ホラー、アクション、スリラー,ギレルモ・デル・トロ,ウェズリー・スナイプス、Kris Kristofferson
694,ブレイド3,Blade: Trinity,2004年,4,False,,,,アクション、ホラー、サイエンスフィクション,デヴィッド・S・ゴイヤー,ウェズリー・スナイプス、Jessica Biel
695,進撃の巨人 ATTACK ON TITAN,Attack on Titan,2014年,2,False,,,,アニメーション、アクション、アドベンチャー、ファンタジー,荒木哲郎,梶裕貴、井上麻里奈
696,進撃の巨人 ATTACK ON TITAN END OF THEWORLD,Attack on Titan: End of the World,2015年,2,False,,,,,樋口真嗣,三浦春馬、水原希子
697,13時間 ベンガジの秘密の兵士,13 Hours: The Secret Soldiers of Benghazi,2016年,6,False,,,,戦争、アクション、履歴、ドラマ、スリラー,マイケル・ベイ,ジョン・クラシンスキー、James Badge Dale
698,羊たちの沈黙,The Silence of the Lambs,1990年,6,False,,,,犯罪、スリラー、ドラマ,ジョナサン・デミ,ジョディ・フォスター、アンソニー・ホプキンス
699,オリエント急行殺人事件,Murder on the Orient Express,2017年,6,False,,,,謎、ドラマ、犯罪,ケネス・ブラナー,ケネス・ブラナー、トム・ベイトマン
700,インビクタス/負けざる者たち,Invictus,2009年,8,False,,,,ドラマ、履歴,クリント・イーストウッド,モーガン・フリーマン、マット・デイモン
701,全員死刑,Death Row Family,2017年,6,False,,,,コメディ,小林勇貴,間宮祥太朗、毎熊克哉
702,グラン・トリノ,Gran Torino,2008年,6,False,,,,ドラマ,クリント・イーストウッド,クリント・イーストウッド、Christopher Carley
703,運び屋,The Mule,2018年,6,False,,,,犯罪、ドラマ,クリント・イーストウッド,クリント・イーストウッド、ブラッドレイ・クーパー
704,ハドソン川の奇跡,Sully,2016年,8,False,,,,ドラマ、履歴,クリント・イーストウッド,トム・ハンクス、アーロン・エッカート
705,ジャージー・ボーイズ,Jersey Boys,2014年,8,False,,,,音楽、ドラマ,クリント・イーストウッド,John Lloyd Young、ヴィンセント・ピアッザ
706,ONCE ダブリンの街角で,Once,2007年,6,False,,,,ドラマ、音楽、ロマンス,ジョン・カーニー,Glen Hansard、Markéta Irglová
707,ジョーカー,Joker,2019年,6,False,,,,犯罪、スリラー、ドラマ,トッド・フィリップス,ホアキン・フェニックス、ロバート・デ・ニーロ
708,藁の楯,Shield of Straw,2013年,4,False,,,,スリラー、犯罪,三池崇史,松嶋菜々子、藤原竜也
709,来る,It Comes,2018年,4,False,,,,謎、ドラマ、ホラー,Dan Garcia,Brad James、Denyce Lawton
710,渇き。,The World of Kanako,2013年,4,False,,,,謎、犯罪、スリラー,中島哲也,役所広司、小松菜奈
711,オーディション,AUDITION,2000年,4,False,,,,ホラー、ドラマ,Chad Lowe,ヒラリー・スワンク、Chad Lowe
712,20世紀少年<第1章> 終わりの始まり,20th Century Boys 1: Beginning of the End,2008年,2,False,,,,サイエンスフィクション、アドベンチャー、謎,堤幸彦,唐沢寿明、常盤貴子
713,20世紀少年<第2章> 最後の希望,20th Century Boys 2: The Last Hope,2008年,2,False,,,,サイエンスフィクション、アドベンチャー、謎,堤幸彦,唐沢寿明、豊川悦司
714,20世紀少年<最終章> ぼくらの旗,20th Century Boys 3: Redemption,2009年,2,False,,,,アドベンチャー、謎、サイエンスフィクション,堤幸彦,唐沢寿明、豊川悦司
715,葛城事件,The Katsuragi Murder Case,2016年,6,False,,,,ドラマ,赤堀雅秋,新井浩文、南果歩
716,マンチェスター・バイ・ザ・シー,Manchester by the Sea,2016年,6,False,,,,ドラマ,ケネス・ロナーガン,ケイシー・アフレック、ルーカス・ヘッジズ
717,A GHOST STORY ア・ゴースト・ストーリー,A Ghost Story,2017年,6,False,,,,ドラマ、ファンタジー、謎、ロマンス,David Lowery,ケイシー・アフレック、ルーニー・マーラ
718,KUBO/クボ 二本の弦の秘密,Kubo and the Two Strings,2016年,6,False,,,,アニメーション、アドベンチャー、ファミリー,トラヴィス・ナイト,アート・パーキンソン、シャーリーズ・セロン
719,LION ライオン 25年目のただいま,Lion,2015年,6,False,,,,ドラマ,Daniel Huertas,Luke Allen-Gale
720,スラムドッグ$ミリオネア,Slumdog Millionaire,2008年,6,False,,,,ドラマ、ロマンス,ダニー・ボイル,Dev Patel、Freida Pinto
721,her/世界でひとつの彼女,her,2013年,6,False,,,,ロマンス、サイエンスフィクション、ドラマ,Spike Jonze,ホアキン・フェニックス、スカーレット・ヨハンソン
722,劇場版 ドーラといっしょに大冒険,Dora and the Lost City of Gold,2019年,6,False,,,,ファミリー、コメディ、アドベンチャー,James Bobin,イザベラ・メルセード、Jeffrey Wahlberg
723,ロープ/戦場の生命線,A Perfect Day,2015年,6,False,,,,コメディ、ドラマ、戦争,Fernando León de Aranoa,ベニチオ・デル・トロ、ティム・ロビンス
724,シン・シティ,Sin City,2005年,4,False,,,,犯罪、スリラー,ロバート・ロドリゲス,ブルース・ウィリス、ジェシカ・アルバ
725,アリー/スター誕生,A Star Is Born,2018年,8,False,,,,音楽、ドラマ、ロマンス,ブラッドレイ・クーパー,レディー・ガガ、ブラッドレイ・クーパー
726,アメリカン・ハッスル,American Hustle,2013年,6,False,,,,ドラマ、犯罪,David O. Russell,クリスチャン・ベール、ブラッドレイ・クーパー
727,リミットレス,Limitless,2011年,6,False,,,,スリラー、謎、サイエンスフィクション,Neil Burger,ブラッドレイ・クーパー、ロバート・デ・ニーロ
728,ウィンストン・チャーチル/ヒトラーから世界を救った男,Darkest Hour,2017年,6,False,,,,ドラマ、履歴,Joe Wright,ゲイリー・オールドマン、スティーヴン・ディレイン
729,RED/レッド,RED,2010年,6,False,,,,アクション、アドベンチャー、コメディ、犯罪、スリラー,ロベルト・シュヴェンケ,ブルース・ウィリス、ジョン・マルコヴィッチ
730,RED リターンズ,RED2,2013年,6,False,,,,アクション、コメディ、犯罪、スリラー,Dean Parisot,ブルース・ウィリス、ジョン・マルコヴィッチ
731,G.I. ジョー,G.I. Joe: The Rise of Cobra,2009年,4,False,,,,アドベンチャー、アクション、スリラー、サイエンスフィクション,Stephen Sommers,Adewale Akinnuoye-Agbaje、クリストファー・エクルストン
732,G.I.ジョー バック2リベンジ,G.I. Joe: Retaliation,2013年,4,False,,,,アクション、サイエンスフィクション、アドベンチャー、スリラー,ジョン・M・チュウ,ドウェイン・ジョンソン、ブルース・ウィリス
733,12モンキーズ,Twelve Monkeys,1995年,6,False,,,,サイエンスフィクション、スリラー、謎,テリー・ギリアム,ブルース・ウィリス、マデリーン・ストウ
734,ムーンライト,Moonlight,2016年,6,False,,,,ドラマ,Barry Jenkins,Trevante Rhodes、アンドレ・ホランド
735,フロリダ・プロジェクト 真夏の魔法,The Florida Project,2017年,6,False,,,,ドラマ,ショーン・ベイカー,Brooklynn Prince、Bria Vinaite
736,バードマン あるいは (無知がもたらす予期せぬ奇跡),Birdman or (The Unexpected Virtue of Ignorance),2014年,6,False,,,,ドラマ、コメディ,アレハンドロ・ゴンサレス・イニャリトゥ,マイケル・キートン、エマ・ストーン
737,それでも夜は明ける,12 Years a Slave,2013年,6,False,,,,ドラマ、履歴,スティーヴ・マックイーン,キウェテル・イジョフォー、マイケル・ファスベンダー
738,アルゴ,Argo,2012年,8,False,,,,ドラマ、スリラー,ベン・アフレック,ベン・アフレック、ブライアン・クランストン
739,ミリオンダラー・ベイビー,Million Dollar Baby,2004年,6,False,,,,ドラマ,クリント・イーストウッド,クリント・イーストウッド、ヒラリー・スワンク
740,プラトーン,Platoon,1986年,6,False,,,,ドラマ、戦争、アクション,オリバー・ストーン,チャーリー・シーン、ウィレム・デフォー
741,ベイマックス,Big Hero 6,2014年,8,False,,,,アドベンチャー、ファミリー、アニメーション、アクション、コメディ,Chris Williams,スコット・アドシット、Ryan Potter
742,火垂るの墓,Grave of the Fireflies,1988年,6,False,,,,アニメーション、ドラマ、戦争,高畑勲,辰巳努、白石綾乃
743,思い出のマーニー,When Marnie Was There,2014年,6,False,,,,アニメーション、ドラマ、ファミリー、謎,米林宏昌,高月彩良、有村架純
744,ゲド戦記,Tales from Earthsea,2006年,4,False,,,,アニメーション、ファンタジー、アドベンチャー,宮崎吾朗,岡田准一、手嶌葵
745,かぐや姫の物語,The Tale of The Princess Kaguya,2013年,6,False,,,,アニメーション、ドラマ、ファンタジー,高畑勲,朝倉あき、地井武男
746,この世界の片隅に,In This Corner of the World,2016年,6,False,,,,ドラマ、アニメーション、ロマンス、戦争、履歴,片渕須直,のん、細谷佳正
747,カールじいさんの空飛ぶ家,Up,2009年,6,False,,,,アニメーション、コメディ、ファミリー、アドベンチャー,ピーター・ドクター,エドワード・アズナー、クリストファー・プラマー
748,ヱヴァンゲリヲン新劇場版:序,EVANGELION: 1.0 YOU ARE (NOT) ALONE.,2007年,6,False,,,,アニメーション、サイエンスフィクション、アクション、ドラマ,鶴巻和哉,緒方恵美、林原めぐみ
749,ヱヴァンゲリヲン新劇場版:破,Evangelion: 2.0 You Can (Not) Advance,2009年,6,False,,,,アニメーション、サイエンスフィクション、アクション、ドラマ,摩砂雪,緒方恵美、林原めぐみ
750,ヱヴァンゲリヲン新劇場版:Q,EVANGELION:3.0 YOU CAN (NOT) REDO.,2012年,6,False,,,,アニメーション、サイエンスフィクション、アクション、ドラマ,庵野秀明,緒方恵美、宮村優子
751,シン・エヴァンゲリオン劇場版,Evangelion: 3.0+1.0 Thrice Upon a Time,2020年,6,False,,,,アニメーション、アクション、サイエンスフィクション、ドラマ,中山勝一,緒方恵美、宮村優子
752,未来のミライ,Mirai,2018年,4,False,,,,アニメーション、ファミリー、ファンタジー、アドベンチャー、ドラマ,細田守,上白石萌歌、黒木華
753,君の名前で僕を呼んで,Call Me by Your Name,2017年,6,False,,,,ロマンス、ドラマ,ルカ・グァダニーノ,アーミー・ハマー、ティモシー・シャラメ
754,シザーハンズ,Edward Scissorhands,1990年,6,False,,,,ファンタジー、ドラマ、ロマンス,ティム・バートン,ジョニー・デップ、ウィノナ・ライダー
755,アリス・イン・ワンダーランド/時間の旅,Alice Through the Looking Glass,2016年,6,False,,,,アドベンチャー、ファミリー、ファンタジー,James Bobin,ミア・ワシコウスカ、ジョニー・デップ
756,ローン・レンジャー,The Lone Ranger,2013年,4,False,,,,アクション、アドベンチャー、西洋,ゴア・ヴァービンスキー,ジョニー・デップ、アーミー・ハマー
757,ツーリスト,The Tourist,2010年,4,False,,,,アクション、スリラー、ロマンス,フロリアン・ヘンケル・フォン・ドナースマルク,ジョニー・デップ、アンジェリーナ・ジョリー
758,アリス・イン・ワンダーランド,Alice in Wonderland,2010年,6,False,,,,ファミリー、ファンタジー、アドベンチャー,ティム・バートン,ミア・ワシコウスカ、ジョニー・デップ
759,カルテル・ランド,Cartel Land,2015年,8,False,,,,ドラマ、ドキュメンタリー,マシュー・ハインマン,Robert Hetrick、José Manuel Mireles Valverde
760,博士と彼女のセオリー,The Theory of Everything,2014年,6,False,,,,ドラマ、ロマンス,ジェームズ・マーシュ,エディ・レッドメイン、フェリシティ・ジョーンズ
761,リリーのすべて,The Danish Girl,2015年,6,False,,,,ドラマ,Tom Hooper,エディ・レッドメイン、アリシア・ヴィキャンデル
762,アーミー・オブ・ザ・デッド,Army of the Dead,2021年,6,False,,,,犯罪、アクション、ホラー,ザック・スナイダー,デビッド・バウティスタ、エラ・パーネル
763,ポップスが最高に輝いた夜,The Greatest Night in Pop,2024年,8,False,,,,ドキュメンタリー、音楽,Bao Nguyen,ライオネル・リッチー、ブルース・スプリングスティーン
764,スノーピアサー,설국열차 / Snowpiercer,2013年,4,False,,,,アクション、サイエンスフィクション、ドラマ,ポン・ジュノ,クリス・エヴァンス、ソン・ガンホ
765,獣の棲む家,His House,2020年,4,False,,,,ホラー、ドラマ,Remi Weekes,ショペ・ディリス、ウンミ・モサク
766,アサシン クリード,Assassin's Creed,2016年,2,False,,,,アクション、アドベンチャー、サイエンスフィクション,Justin Kurzel,マイケル・ファスベンダー、マリオン・コティヤール
767,ザ・ベビーシッター,The Babysitter,2016年,6,False,,,,コメディ、ホラー,Frédéric Chalté,Frédérique Dansereau、Leigh Ann Taylor
768,ザ・ベビーシッター~キラークイーン〜,The Babysitter: Killer Queen,2020年,6,False,,,,コメディ、ホラー,マックG,Judah Lewis、ジェナ・オルテガ
769,マネーボール,Moneyball,2011年,6,False,,,,ドラマ,Bennett Miller,ブラッド・ピット、ジョナ・ヒル
770,ぼくのエリ 200歳の少女,Låt den rätte komma in/Let the Right One In,2008年,6,False,,,,ホラー、ドラマ,Tomas Alfredson,Kåre Hedebrant、リナ・レアンダーソン
771,心と体と,Testről és lélekröl / On Body and Soul,2017年,6,False,,,,ドラマ、ロマンス、ファンタジー,Enyedi Ildikó,Borbély Alexandra、Morcsányi Géza
772,ポーラー 狙われた暗殺者,Polar,2019年,4,False,,,,アクション、犯罪、ドラマ,Jonas Åkerlund,マッツ・ミケルセン、ヴァネッサ・ハジェンズ
773,モンティ・パイソン/ライフ・オブ・ブライアン,MONTY PYTHON'S LIFE OF BRIAN,1979年,6,False,,,,コメディ,テリー・ジョーンズ,グレアム・チャップマン、ジョン・クリーズ
774,フォード vs フェラーリ,Ford v. Ferrari,2019年,6,False,,,,ドラマ、アクション、履歴,ジェームズ・マンゴールド,マット・デイモン、クリスチャン・ベール
775,モンスター,Monster,2003年,6,False,,,,犯罪、ドラマ,Patty Jenkins,シャーリーズ・セロン、クリスティーナ・リッチ
776,SUPER 8/スーパーエイト,Super 8,2011年,6,False,,,,スリラー、サイエンスフィクション、謎,J・J・エイブラムス,Joel Courtney、エル・ファニング
777,名探偵ピカチュウ,Pokemon/Pokémon Detective Pikachu,2019年,6,False,,,,アクション、アドベンチャー、ファンタジー,ロブ・レターマン,ライアン・レイノルズ、ジャスティス・スミス
778,ジェーン・ドウの解剖,The Autopsy of Jane Doe,2016年,6,False,,,,ホラー、謎,André Øvredal,エミール・ハーシュ、ブライアン・コックス
779,アイトーニャ 史上最大のスキャンダル,I Tonya,2017年,6,False,,,,ドラマ、コメディ,クレイグ・ギレスピー,マーゴット・ロビー、セバスチャン・スタン
780,ハーレイ・クインの華麗なる覚醒 BIRDS OF PREY,Birds of Prey: And the Fantabulous Emancipationof One Harley Quinn,2020年,6,False,,,,アクション、犯罪,Cathy Yan,マーゴット・ロビー、ロージー・ペレス
781,呪怨,Ju-on: The Grudge,2002年,4,False,,,,ホラー,清水崇,奥菜恵、上原美佐
782,アップグレード,Upgrade,2018年,6,False,,,,アクション、スリラー、サイエンスフィクション,Leigh Whannell,ローガン・マーシャル＝グリーン、ベティ・ガブリエル
783,クロールー凶暴領域一,Crawl,2019年,6,False,,,,,アレクサンドル・アジャ,Kaya Scodelario、Barry Pepper
784,キングダム,Kingdom,2019年,6,False,,,,アクション、アドベンチャー、戦争、履歴、ファンタジー,Bettina Oberli,エミリー・ビーチャム、Anatole Taubman
785,バタフライ・エフェクト,The Butterfly Effect,2004年,6,False,,,,サイエンスフィクション、スリラー,Eric Bress,アシュトン・カッチャー、Amy Smart
786,オンリー・ザ・ブレイブ,Only the Brave,2017年,6,False,,,,ドラマ、アクション,ジョセフ・コシンスキー,ジョシュ・ブローリン、マイルズ・テラー
787,伯爵,El Conde,2023年,6,False,,,,ファンタジー、コメディ、ホラー,パブロ・ラライン,Jaime Vadell、Gloria Münchmeyer
788,消えた16mmフィルム,Shirkers,2018年,6,False,,,,,Sandi Tan,Sandi Tan、Sophia Siddique Harvey
789,ブラッド・アンド・ゴールド ~黄金の血戦場〜,Blood & Gold,2023年,6,False,,,,アクション、ドラマ、戦争,ペーター・トアヴァルト,ロベルト・マーザー、Jördis Triebel
790,ライトハウス,The Lighthouse,2019年,4,False,,,,ドラマ、ファンタジー、スリラー,Robert Eggers,ロバート・パティンソン、ウィレム・デフォー
791,ザ・スイッチ,Freaky,2020年,6,False,,,,ホラー、コメディ,クリストファー・ランドン,ヴィンス・ヴォーン、キャスリン・ニュートン
792,マインドホーン,Mindhorn,2016年,4,False,,,,コメディ,Sean Foley,ジュリアン・バラット、Simon Farnaby
793,グッド・タイム,Good Time,2017年,8,False,,,,犯罪、スリラー、ドラマ,ベニー・サフディ,ロバート・パティンソン、ベニー・サフディ
794,シンドラーのリスト,Schindler's List,1993年,6,False,,,,ドラマ、履歴、戦争,スティーヴン・スピルバーグ,リーアム・ニーソン、ベン・キングズレー
795,透明人間,The Invisible Man,2019年,8,False,,,,スリラー、サイエンスフィクション、ホラー,Robert Port,アレクサンダー・ルドウィグ、RJ Fetherstonhaugh
796,ゲティ家の身代金,All the Money in the World,2017年,6,False,,,,犯罪、履歴、スリラー,リドリー・スコット,ミシェル・ウィリアムズ、マーク・ウォールバーグ
797,少女邂逅,Girls' Encounter,2017年,6,False,,,,ドラマ,枝優花,穂志もえか、モトーラ世理奈
798,失墜,Jusqu'au déclin / The Decline,2020年,8,False,,,,ドラマ、スリラー、謎,Patrice Laliberté,Réal Bossé、Marc-André Grondin
799,ロング・ショット 僕と彼女のありえない恋,Long Shot,2019年,6,False,,,,コメディ、ロマンス,Jonathan Levine,シャーリーズ・セロン、セス・ローゲン
800,プライベート・ウォー,A Private War,2018年,6,False,,,,ドラマ、戦争,マシュー・ハインマン,ロザムンド・パイク、ジェイミー・ドーナン
801,ワイルド・ギャンブル,Mississippi Grind,2015年,6,False,,,,コメディ、ドラマ,Ryan Fleck,ベン・メンデルソーン、ライアン・レイノルズ
802,桐島部活やめるってよ,The Kirishima Thing,2012年,8,False,,,,ドラマ,吉田大八,神木隆之介、橋本愛
803,愛がなんだ,Just Only Love,2018年,6,False,,,,ロマンス、ドラマ,今泉力哉,岸井ゆきの、成田凌
804,ゴモラ,GOMORRA,2008年,6,False,,,,ドラマ、犯罪,マッテオ・ガローネ,トニ・セルヴィッロ、Gianfelice Imparato
805,ハロウィン,Halloween,2018年,6,False,,,,ホラー、スリラー,デヴィッド・ゴードン・グリーン,ジェイミー・リー・カーティス、ジュディ・グリア
806,パターソン,Paterson,2016年,6,False,,,,ドラマ、コメディ、ロマンス,ジム・ジャームッシュ,アダム・ドライバー、ゴルシフテ・ファラハニ
807,私をスキーに連れてって,Take Me out to the Snowland,1987年,6,False,,,,コメディ、ロマンス,馬場康夫,原田知世、三上博史
808,アイ・イン・ザ・スカイ 世界一安全な戦場,Eye in the Sky,2015年,8,False,,,,ドラマ、スリラー、戦争,Gavin Hood,ヘレン・ミレン、アーロン・ポール
809,ホーリー・マウンテン,La montaña sagrada / The Holy Mountain,1973年,4,False,,,,ドラマ,アレハンドロ・ホドロフスキー,アレハンドロ・ホドロフスキー、Horacio Salinas
810,砂の惑星,DUNE,1984年,2,False,,,,アクション、サイエンスフィクション、アドベンチャー,デヴィッド・リンチ,カイル・マクラクラン、Francesca Annis
811,犬猿,Thicker Than Water,2017年,8,False,,,,ドラマ、コメディ,Emily Harris,Lydia Wilson、ジョニー・フリン
812,クライム・ヒート,The Drop,2014年,6,False,,,,ドラマ、犯罪,Michaël R. Roskam,トム・ハーディ、ノオミ・ラパス
813,名もなき堀の中の王,Starred Up,2013年,8,False,,,,,デヴィッド・マッケンジー,ジャック・オコンネル、ベン・メンデルソーン
814,GHOST IN THE SHELL 攻殻機動隊,Ghost in the Shell,1995年,8,False,,,,アクション、アニメーション、サイエンスフィクション,押井守,田中敦子、大塚明夫
815,裸足の季節,Mustang,2015年,6,False,,,,ドラマ,Deniz Gamze Ergüven,Güneş Nezihe Şensoy、Doğa Zeynep Doğuşlu
816,響-HIBIKI-,Hibiki,2018年,6,False,,,,アクション、コメディ,月川翔,平手友梨奈、北川景子
817,ブリグズビー・ベア,Brigsby Bear,2017年,6,False,,,,コメディ、ドラマ,デイヴ・マッケイ,カイル・ムーニー、マーク・ハミル
818,銀魂2 掟は破るためにこそある,Gintama 2: Rules Are Made to Be Broken,2018年,6,False,,,,コメディ、アクション、サイエンスフィクション、ファンタジー,福田雄一,小栗旬、菅田将暉
819,インサイド・ルーウィン・デイヴィス 名もなき男の歌,Inside Llewyn Davis,2014年,8,False,,,,ドラマ、音楽,David Prior,ジョエル・コーエン、イーサン・コーエン
820,アイム・ノット・シリアルキラー,I Am Not a Serial Killer,2016年,6,False,,,,スリラー、ドラマ、ホラー、謎、犯罪、サイエンスフィクション,Billy O'Brien,Max Records、クリストファー・ロイド
821,はじまりへの旅,Captain Fantastic,2016年,8,False,,,,アドベンチャー、ドラマ,Matt Ross,Viggo Mortensen、George MacKay
822,アトミック・ブロンド,Atomic Blonde,2017年,6,False,,,,アクション、アドベンチャー、スリラー,デヴィッド・リーチ,シャーリーズ・セロン、ジェームズ・マカヴォイ
823,ファントム・スレッド,Phantom Thread,2017年,6,False,,,,ドラマ、ロマンス,ポール・トーマス・アンダーソン,ダニエル・デイ＝ルイス、ヴィッキー・クリープス
824,サイレンス,Hush,2016年,8,False,,,,ホラー、スリラー,マイク・フラナガン,ジョン・ギャラガー・ジュニア、ケイト・シーゲル
825,皆殺しのバラッド メキシコ麻薬戦争の光と闇,Narco Cultura,2013年,6,False,,,,,シャウル・シュワルツ,エドガー・キンテロ、リチ・ソト
826,マンイーター,ROGUE,2007年,6,False,,,,アクション、ホラー、スリラー,Greg McLean,ラダ・ミッチェル、Michael Vartan
827,空飛ぶタイヤ,Recall,2018年,6,False,,,,ドラマ,Michael James Regan,Michael James Regan、Tommy James Murphy
828,サイド・バイ・サイドフィルムからデジタルシネマへ,SIDE BY SIDE,2012年,8,False,,,,,Christopher Kenneally,キアヌ・リーブス、マーティン・スコセッシ
829,メイジーの瞳,What Maisie Knew,2012年,6,False,,,,ドラマ,David Siegel,ジュリアン・ムーア、スティーヴ・クーガン
830,特捜部Q檻の中の女,Kvinden i buret / Department Q: The Keeper ofLost Causes,2013年,8,False,,,,スリラー、謎、犯罪,ミケル・ノガール,ニコライ・リー・コス、ファレス・ファレス
831,特捜部Q キジ殺し,Fasandraeberne / The Absent One,2014年,8,False,,,,スリラー,ミケル・ノガール,ニコライ・リー・コス、ファレス・ファレス
832,特捜部QPからのメッセージ,Flaskepost fra P,2016年,6,False,,,,,Hans Petter Moland,ニコライ・リー・コス、ファレス・ファレス
833,淵に立つ,Harmonium,2016年,6,False,,,,ドラマ,David Baril,Serge Fiori、Denis Farmer
834,ボストン ストロング ダメな僕だから英雄になれた,Stronger,2017年,6,False,,,,ドラマ,デヴィッド・ゴードン・グリーン,ジェイク・ジレンホール、タチアナ・マスラニー
835,テラビシアにかける橋,BRIDGE TO TERABITHIA,2008年,8,False,,,,アドベンチャー、ドラマ、ファミリー,Gábor Csupó,ジョシュ・ハッチャーソン、アナソフィア・ロブ
836,アメリカン・スリープオーバー,The Myth of the American Sleepover,2010年,6,False,,,,,デヴィッド・ロバート・ミッチェル,クレア・スロマ、マーロン・モートン
837,悪魔のいけにえ,The Texas Chain Saw Massacre,1974年,8,False,,,,ホラー,トビー・フーパー,マリリン・バーンズ、アレン・ダンジガー
838,暴走特急 シベリアン・エクスプレス,TRANSSIBERIAN,2008年,6,False,,,,,Brad Anderson,ウディ・ハレルソン、エミリー・モーティマー
839,ペンタゴン・ペーパーズ/最高機密文書,The Post,2017年,6,False,,,,ドラマ、履歴,スティーヴン・スピルバーグ,メリル・ストリープ、トム・ハンクス
840,レスラー,The Wrestler,2008年,6,False,,,,ドラマ、ロマンス,ダーレン・アロノフスキー,ミッキー・ローク、マリサ・トメイ
841,タンジェリン,Tangerine,2015年,6,False,,,,コメディ、ドラマ,ショーン・ベイカー,Kitana Kiki Rodriguez、Mya Taylor
842,TOO YOUNG TO DIE! 若くして死ぬ,TOO YOUNG TO DIE!,2016年,6,False,,,,ロマンス、ファンタジー、音楽、コメディ,宮藤官九郎,長瀬智也、神木隆之介
843,アポカリプト,Apocalypto,2006年,8,False,,,,アクション、ドラマ、履歴,メル・ギブソン,Rudy Youngblood、Raoul Max Trujillo
